Sales_Person,Country,Product,Date,Amount,Boxes_Shipped,Year,Month,Day,Day_Name,Day_of_Week,Week,Quarter,Weekend,Revenue_per_Box,Product_ID,Country_ID,Salesperson_ID,Lag_1,Lag_7,Rolling_7,Rolling_30
Brien Boise,Australia,Drinking Coco,2022-07-27,6832,156,2022,7,27,Wednesday,2,30,3,0,43.794871794871796,9,0,3,139.0,194.0,112.85714285714286,138.86666666666667
Karlen McCaffrey,New Zealand,Drinking Coco,2022-07-28,168,156,2022,7,28,Thursday,3,30,3,0,1.0769230769230769,9,3,15,156.0,24.0,131.71428571428572,142.06666666666666
Camilla Castle,India,Drinking Coco,2022-08-08,469,163,2022,8,8,Monday,0,32,3,0,2.8773006134969323,9,2,4,156.0,46.0,148.42857142857142,147.33333333333334
Jan Morforth,India,Eclairs,2022-01-05,2541,27,2022,1,5,Wednesday,2,1,1,0,94.11111111111111,10,2,12,0.0,0.0,0.0,0.0
Ches Bonnell,Canada,Eclairs,2022-01-10,1876,172,2022,1,10,Monday,0,2,1,0,10.906976744186046,10,1,5,27.0,0.0,0.0,0.0
Mallorie Waber,Canada,Eclairs,2022-01-13,1442,286,2022,1,13,Thursday,3,2,1,0,5.041958041958042,10,1,18,172.0,0.0,0.0,0.0
Marney O'Breen,India,Eclairs,2022-01-13,3472,96,2022,1,13,Thursday,3,2,1,0,36.166666666666664,10,2,19,286.0,0.0,0.0,0.0
Husein Augar,Canada,Eclairs,2022-01-17,3696,233,2022,1,17,Monday,0,3,1,0,15.86266094420601,10,1,11,96.0,0.0,0.0,0.0
Marney O'Breen,New Zealand,Eclairs,2022-01-18,4914,31,2022,1,18,Tuesday,1,3,1,0,158.51612903225808,10,3,19,233.0,0.0,0.0,0.0
Kaine Padly,New Zealand,Eclairs,2022-01-20,12894,48,2022,1,20,Thursday,3,3,1,0,268.625,10,3,14,31.0,0.0,127.57142857142857,0.0
Kelci Walkden,UK,Eclairs,2022-01-25,4606,57,2022,1,25,Tuesday,1,4,1,0,80.80701754385964,10,4,16,48.0,27.0,131.85714285714286,0.0
Karlen McCaffrey,UK,Eclairs,2022-01-25,7798,196,2022,1,25,Tuesday,1,4,1,0,39.785714285714285,10,4,15,57.0,172.0,135.28571428571428,0.0
Dotty Strutley,Australia,Eclairs,2022-01-26,6979,3,2022,1,26,Wednesday,2,4,1,0,2326.3333333333335,10,0,8,196.0,286.0,94.85714285714286,0.0
Rafaelita Blaksland,New Zealand,Eclairs,2022-02-07,19481,51,2022,2,7,Monday,0,6,1,0,381.98039215686276,10,3,21,3.0,96.0,88.42857142857143,0.0
Husein Augar,India,Eclairs,2022-02-09,4956,58,2022,2,9,Wednesday,2,6,1,0,85.44827586206897,10,2,11,51.0,233.0,63.42857142857143,0.0
Jehu Rudeforth,India,Eclairs,2022-02-24,8771,127,2022,2,24,Thursday,3,8,1,0,69.06299212598425,10,2,13,58.0,31.0,77.14285714285714,0.0
Wilone O'Kielt,India,Eclairs,2022-02-25,3549,76,2022,2,25,Friday,4,8,1,0,46.69736842105263,10,2,24,127.0,48.0,81.14285714285714,0.0
Kaine Padly,Australia,Eclairs,2022-02-28,7672,115,2022,2,28,Monday,0,9,1,0,66.71304347826087,10,0,14,76.0,57.0,89.42857142857143,0.0
Van Tuxwell,New Zealand,Eclairs,2022-03-01,5229,182,2022,3,1,Tuesday,1,9,1,0,28.73076923076923,10,3,23,115.0,196.0,87.42857142857143,0.0
Roddy Speechley,Canada,Eclairs,2022-03-08,6237,88,2022,3,8,Tuesday,1,10,1,0,70.875,10,1,22,182.0,3.0,99.57142857142857,0.0
Wilone O'Kielt,New Zealand,Eclairs,2022-03-11,3311,22,2022,3,11,Friday,4,10,1,0,150.5,10,3,24,88.0,51.0,95.42857142857143,0.0
Dennison Crosswaite,Canada,Eclairs,2022-03-15,455,45,2022,3,15,Tuesday,1,11,1,0,10.11111111111111,10,1,7,22.0,58.0,93.57142857142857,0.0
Madelene Upcott,USA,Eclairs,2022-03-18,8883,200,2022,3,18,Friday,4,11,1,0,44.415,10,5,17,45.0,127.0,104.0,0.0
Mallorie Waber,USA,Eclairs,2022-03-22,6328,51,2022,3,22,Tuesday,1,12,1,0,124.07843137254902,10,5,18,200.0,76.0,100.42857142857143,0.0
Kelci Walkden,Australia,Eclairs,2022-03-23,7273,547,2022,3,23,Wednesday,2,12,1,0,13.296160877513712,10,0,16,51.0,115.0,162.14285714285714,0.0
Dennison Crosswaite,UK,Eclairs,2022-03-24,6188,270,2022,3,24,Thursday,3,12,1,0,22.918518518518518,10,4,7,547.0,182.0,174.71428571428572,0.0
Curtice Advani,Australia,Eclairs,2022-03-25,5796,55,2022,3,25,Friday,4,12,1,0,105.38181818181818,10,0,6,270.0,88.0,170.0,0.0
Barr Faughny,New Zealand,Eclairs,2022-03-28,6713,31,2022,3,28,Monday,0,13,1,0,216.5483870967742,10,3,1,55.0,22.0,171.28571428571428,0.0
Ches Bonnell,New Zealand,Eclairs,2022-04-04,490,49,2022,4,4,Monday,0,14,2,0,10.0,10,3,5,31.0,45.0,171.85714285714286,0.0
Mallorie Waber,India,Eclairs,2022-04-12,10437,46,2022,4,12,Tuesday,1,15,2,0,226.8913043478261,10,2,18,49.0,200.0,149.85714285714286,0.0
Gigi Bohling,Australia,Eclairs,2022-04-12,7252,136,2022,4,12,Tuesday,1,15,2,0,53.3235294117647,10,0,9,46.0,51.0,162.0,0.0
Gunar Cockshoot,UK,Eclairs,2022-04-13,3619,164,2022,4,13,Wednesday,2,15,2,0,22.067073170731707,10,4,10,136.0,547.0,107.28571428571429,0.0
Kelci Walkden,India,Eclairs,2022-04-19,5334,80,2022,4,19,Tuesday,1,16,2,0,66.675,10,2,16,164.0,270.0,80.14285714285714,118.06666666666666
Karlen McCaffrey,Canada,Eclairs,2022-04-20,3479,358,2022,4,20,Wednesday,2,16,2,0,9.717877094972067,10,1,15,80.0,55.0,123.42857142857143,129.1
Beverie Moffet,UK,Eclairs,2022-04-22,8463,155,2022,4,22,Friday,4,16,2,0,54.6,10,4,2,358.0,31.0,141.14285714285714,128.53333333333333
Roddy Speechley,USA,Eclairs,2022-04-25,3990,155,2022,4,25,Monday,0,17,2,0,25.741935483870968,10,5,22,155.0,49.0,156.28571428571428,124.16666666666667
Rafaelita Blaksland,UK,Eclairs,2022-04-27,1379,70,2022,4,27,Wednesday,2,17,2,0,19.7,10,4,21,155.0,46.0,159.71428571428572,123.3
Brien Boise,India,Eclairs,2022-04-29,1351,61,2022,4,29,Friday,4,17,2,0,22.147540983606557,10,2,3,70.0,136.0,149.0,117.56666666666666
Gunar Cockshoot,USA,Eclairs,2022-05-03,6916,42,2022,5,3,Tuesday,1,18,2,0,164.66666666666666,10,5,10,61.0,164.0,131.57142857142858,117.93333333333334
Karlen McCaffrey,New Zealand,Eclairs,2022-05-06,2597,177,2022,5,6,Friday,4,18,2,0,14.67231638418079,10,3,15,42.0,80.0,145.42857142857142,122.23333333333333
Curtice Advani,Canada,Eclairs,2022-05-06,721,203,2022,5,6,Friday,4,18,2,0,3.5517241379310347,10,1,6,177.0,358.0,123.28571428571429,127.1
Andria Kimpton,India,Eclairs,2022-05-16,2149,84,2022,5,16,Monday,0,20,2,0,25.583333333333332,10,2,0,203.0,155.0,113.14285714285714,123.36666666666666
Oby Sorrel,Canada,Eclairs,2022-05-19,6111,591,2022,5,19,Thursday,3,20,2,0,10.34010152284264,10,1,20,84.0,155.0,175.42857142857142,142.96666666666667
Dennison Crosswaite,USA,Eclairs,2022-05-25,2044,90,2022,5,25,Wednesday,2,21,2,0,22.711111111111112,10,5,7,591.0,70.0,178.28571428571428,144.26666666666668
Beverie Moffet,India,Eclairs,2022-06-09,10325,147,2022,6,9,Thursday,3,23,2,0,70.23809523809524,10,2,2,90.0,61.0,190.57142857142858,147.23333333333332
Roddy Speechley,India,Eclairs,2022-06-10,4382,303,2022,6,10,Friday,4,23,2,0,14.462046204620462,10,2,22,147.0,42.0,227.85714285714286,153.1
Camilla Castle,USA,Eclairs,2022-06-10,4515,392,2022,6,10,Friday,4,23,2,0,11.517857142857142,10,5,4,303.0,177.0,258.57142857142856,163.63333333333333
Beverie Moffet,Australia,Eclairs,2022-06-20,1827,6,2022,6,20,Monday,0,25,2,0,304.5,10,0,2,392.0,203.0,230.42857142857142,160.0
Gigi Bohling,India,Eclairs,2022-06-21,3493,68,2022,6,21,Tuesday,1,25,2,0,51.36764705882353,10,2,9,6.0,84.0,228.14285714285714,156.2
Brien Boise,Australia,Eclairs,2022-06-27,6888,88,2022,6,27,Monday,0,26,2,0,78.27272727272727,10,0,3,68.0,591.0,156.28571428571428,156.2
Van Tuxwell,UK,Eclairs,2022-06-29,5474,109,2022,6,29,Wednesday,2,26,2,0,50.22018348623853,10,4,23,88.0,90.0,159.0,159.1
Husein Augar,Australia,Eclairs,2022-07-04,6993,31,2022,7,4,Monday,0,27,3,0,225.58064516129033,10,0,11,109.0,147.0,142.42857142857142,158.63333333333333
Ches Bonnell,Australia,Eclairs,2022-07-05,4116,128,2022,7,5,Tuesday,1,27,3,0,32.15625,10,0,5,31.0,303.0,117.42857142857143,156.23333333333332
Husein Augar,USA,Eclairs,2022-07-07,4025,112,2022,7,7,Thursday,3,27,3,0,35.9375,10,5,11,128.0,392.0,77.42857142857143,158.26666666666668
Brien Boise,New Zealand,Eclairs,2022-07-11,4690,299,2022,7,11,Monday,0,28,3,0,15.68561872909699,10,3,3,112.0,6.0,119.28571428571429,150.0
Van Tuxwell,India,Eclairs,2022-07-21,10500,106,2022,7,21,Thursday,3,29,3,0,99.05660377358491,10,2,23,299.0,68.0,124.71428571428571,144.53333333333333
Dotty Strutley,India,Eclairs,2022-07-28,2086,384,2022,7,28,Thursday,3,30,3,0,5.432291666666667,10,2,8,106.0,88.0,167.0,155.5
Andria Kimpton,Canada,Eclairs,2022-08-11,308,125,2022,8,11,Thursday,3,32,3,0,2.464,10,1,0,384.0,109.0,169.28571428571428,158.63333333333333
Karlen McCaffrey,USA,Eclairs,2022-08-15,868,125,2022,8,15,Monday,0,33,3,0,6.944,10,5,15,125.0,31.0,182.71428571428572,161.16666666666666
Kaine Padly,USA,Eclairs,2022-08-22,7623,10,2022,8,22,Monday,0,34,3,0,762.3,10,5,14,125.0,128.0,165.85714285714286,159.96666666666667
Mallorie Waber,Australia,Eclairs,2022-08-22,9527,222,2022,8,22,Monday,0,34,3,0,42.914414414414416,10,0,18,10.0,112.0,181.57142857142858,162.83333333333334
Oby Sorrel,India,Eclairs,2022-08-25,5663,322,2022,8,25,Thursday,3,34,3,0,17.58695652173913,10,2,20,222.0,299.0,184.85714285714286,168.1
Husein Augar,UK,Eclairs,2022-08-30,1750,252,2022,8,30,Tuesday,1,35,3,0,6.944444444444445,10,4,11,322.0,106.0,205.71428571428572,173.83333333333334
Madelene Upcott,Australia,Fruit & Nut Bars,2022-01-05,5579,92,2022,1,5,Wednesday,2,1,1,0,60.641304347826086,11,0,17,0.0,0.0,0.0,0.0
Madelene Upcott,UK,Fruit & Nut Bars,2022-01-05,8512,189,2022,1,5,Wednesday,2,1,1,0,45.03703703703704,11,4,17,92.0,0.0,0.0,0.0
Oby Sorrel,Canada,Fruit & Nut Bars,2022-01-14,1869,158,2022,1,14,Friday,4,2,1,0,11.829113924050633,11,1,20,189.0,0.0,0.0,0.0
Van Tuxwell,New Zealand,Fruit & Nut Bars,2022-01-17,2996,88,2022,1,17,Monday,0,3,1,0,34.04545454545455,11,3,23,158.0,0.0,0.0,0.0
Rafaelita Blaksland,USA,Fruit & Nut Bars,2022-01-18,2604,65,2022,1,18,Tuesday,1,3,1,0,40.06153846153846,11,5,21,88.0,0.0,0.0,0.0
Madelene Upcott,New Zealand,Fruit & Nut Bars,2022-01-18,5677,21,2022,1,18,Tuesday,1,3,1,0,270.3333333333333,11,3,17,65.0,0.0,0.0,0.0
Karlen McCaffrey,India,Fruit & Nut Bars,2022-01-26,168,321,2022,1,26,Wednesday,2,4,1,0,0.5233644859813084,11,2,15,21.0,0.0,133.42857142857142,0.0
Barr Faughny,USA,Fruit & Nut Bars,2022-01-28,9058,46,2022,1,28,Friday,4,4,1,0,196.91304347826087,11,5,1,321.0,92.0,126.85714285714286,0.0
Husein Augar,Australia,Fruit & Nut Bars,2022-01-28,7959,53,2022,1,28,Friday,4,4,1,0,150.16981132075472,11,0,11,46.0,189.0,107.42857142857143,0.0
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,2022-02-07,1218,135,2022,2,7,Monday,0,6,1,0,9.022222222222222,11,3,15,53.0,158.0,104.14285714285714,0.0
Beverie Moffet,Canada,Fruit & Nut Bars,2022-02-14,10332,180,2022,2,14,Monday,0,7,1,0,57.4,11,1,2,135.0,88.0,117.28571428571429,0.0
Kelci Walkden,USA,Fruit & Nut Bars,2022-02-17,4816,145,2022,2,17,Thursday,3,7,1,0,33.213793103448275,11,5,16,180.0,65.0,128.71428571428572,0.0
Gunar Cockshoot,USA,Fruit & Nut Bars,2022-03-09,5852,93,2022,3,9,Wednesday,2,10,1,0,62.924731182795696,11,5,10,145.0,21.0,139.0,0.0
Gunar Cockshoot,Canada,Fruit & Nut Bars,2022-03-24,13888,203,2022,3,24,Thursday,3,12,1,0,68.41379310344827,11,1,10,93.0,321.0,122.14285714285714,0.0
Gigi Bohling,New Zealand,Fruit & Nut Bars,2022-04-04,10976,121,2022,4,4,Monday,0,14,2,0,90.7107438016529,11,3,9,203.0,46.0,132.85714285714286,0.0
Curtice Advani,Canada,Fruit & Nut Bars,2022-04-04,4193,195,2022,4,4,Monday,0,14,2,0,21.502564102564104,11,1,6,121.0,53.0,153.14285714285714,0.0
Husein Augar,India,Fruit & Nut Bars,2022-04-04,4340,226,2022,4,4,Monday,0,14,2,0,19.20353982300885,11,2,11,195.0,135.0,166.14285714285714,0.0
Gigi Bohling,UK,Fruit & Nut Bars,2022-04-06,1232,86,2022,4,6,Wednesday,2,14,2,0,14.325581395348838,11,4,9,226.0,180.0,152.71428571428572,0.0
Marney O'Breen,India,Fruit & Nut Bars,2022-04-13,4753,151,2022,4,13,Wednesday,2,15,2,0,31.47682119205298,11,2,19,86.0,145.0,153.57142857142858,0.0
Beverie Moffet,Australia,Fruit & Nut Bars,2022-04-22,1435,258,2022,4,22,Friday,4,16,2,0,5.562015503875969,11,0,2,151.0,93.0,177.14285714285714,0.0
Barr Faughny,New Zealand,Fruit & Nut Bars,2022-04-26,1687,147,2022,4,26,Tuesday,1,17,2,0,11.476190476190476,11,3,1,258.0,203.0,169.14285714285714,0.0
Husein Augar,USA,Fruit & Nut Bars,2022-04-28,1288,27,2022,4,28,Thursday,3,17,2,0,47.7037037037037,11,5,11,147.0,121.0,155.71428571428572,0.0
Jan Morforth,India,Fruit & Nut Bars,2022-05-04,2912,55,2022,5,4,Wednesday,2,18,2,0,52.945454545454545,11,2,12,27.0,195.0,135.71428571428572,0.0
Dennison Crosswaite,USA,Fruit & Nut Bars,2022-05-04,1414,318,2022,5,4,Wednesday,2,18,2,0,4.446540880503145,11,5,7,55.0,226.0,148.85714285714286,0.0
Jehu Rudeforth,UK,Fruit & Nut Bars,2022-05-13,8589,229,2022,5,13,Friday,4,19,2,0,37.506550218340614,11,4,13,318.0,86.0,169.28571428571428,0.0
Gigi Bohling,USA,Fruit & Nut Bars,2022-05-24,2821,112,2022,5,24,Tuesday,1,21,2,0,25.1875,11,5,9,229.0,151.0,163.71428571428572,0.0
Karlen McCaffrey,Canada,Fruit & Nut Bars,2022-06-02,210,16,2022,6,2,Thursday,3,22,2,0,13.125,11,1,15,112.0,258.0,129.14285714285714,0.0
Brien Boise,Australia,Fruit & Nut Bars,2022-06-06,8575,23,2022,6,6,Monday,0,23,2,0,372.82608695652175,11,0,3,16.0,147.0,111.42857142857143,0.0
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2022-06-10,9205,419,2022,6,10,Friday,4,23,2,0,21.968973747016708,11,3,10,23.0,27.0,167.42857142857142,0.0
Roddy Speechley,USA,Fruit & Nut Bars,2022-06-14,5509,24,2022,6,14,Tuesday,1,24,2,0,229.54166666666666,11,5,22,419.0,55.0,163.0,139.86666666666667
Gigi Bohling,Canada,Fruit & Nut Bars,2022-06-14,5782,103,2022,6,14,Tuesday,1,24,2,0,56.13592233009709,11,1,9,24.0,318.0,132.28571428571428,140.23333333333332
Gunar Cockshoot,Australia,Fruit & Nut Bars,2022-06-15,6013,21,2022,6,15,Wednesday,2,24,2,0,286.3333333333333,11,0,10,103.0,229.0,102.57142857142857,134.63333333333333
Wilone O'Kielt,Australia,Fruit & Nut Bars,2022-06-15,392,102,2022,6,15,Wednesday,2,24,2,0,3.843137254901961,11,0,24,21.0,112.0,101.14285714285714,132.76666666666668
Kaine Padly,Australia,Fruit & Nut Bars,2022-06-20,7434,85,2022,6,20,Monday,0,25,2,0,87.45882352941176,11,0,14,102.0,16.0,111.0,132.66666666666666
Kelci Walkden,Canada,Fruit & Nut Bars,2022-06-20,826,149,2022,6,20,Monday,0,25,2,0,5.543624161073826,11,1,16,85.0,23.0,129.0,135.46666666666667
Curtice Advani,UK,Fruit & Nut Bars,2022-06-24,10927,136,2022,6,24,Friday,4,25,2,0,80.34558823529412,11,4,6,149.0,419.0,88.57142857142857,139.3
Jan Morforth,USA,Fruit & Nut Bars,2022-06-27,4382,361,2022,6,27,Monday,0,26,2,0,12.138504155124654,11,5,12,136.0,24.0,136.71428571428572,140.63333333333333
Kelci Walkden,UK,Fruit & Nut Bars,2022-06-29,13006,482,2022,6,29,Wednesday,2,26,2,0,26.983402489626556,11,4,16,361.0,103.0,190.85714285714286,155.16666666666666
Barr Faughny,Australia,Fruit & Nut Bars,2022-06-30,15421,55,2022,6,30,Thursday,3,26,2,0,280.3818181818182,11,0,1,482.0,21.0,195.71428571428572,155.23333333333332
Van Tuxwell,USA,Fruit & Nut Bars,2022-07-05,6279,235,2022,7,5,Tuesday,1,27,3,0,26.719148936170214,11,5,23,55.0,102.0,214.71428571428572,158.56666666666666
Curtice Advani,India,Fruit & Nut Bars,2022-07-07,5243,176,2022,7,7,Thursday,3,27,3,0,29.789772727272727,11,2,6,235.0,85.0,227.71428571428572,158.43333333333334
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2022-07-11,6426,98,2022,7,11,Monday,0,28,3,0,65.57142857142857,11,3,24,176.0,149.0,220.42857142857142,156.86666666666667
Dotty Strutley,USA,Fruit & Nut Bars,2022-07-13,2898,276,2022,7,13,Wednesday,2,28,3,0,10.5,11,5,8,98.0,136.0,240.42857142857142,162.96666666666667
Andria Kimpton,USA,Fruit & Nut Bars,2022-07-15,1456,359,2022,7,15,Friday,4,28,3,0,4.055710306406685,11,5,0,276.0,361.0,240.14285714285714,168.16666666666666
Jan Morforth,Canada,Fruit & Nut Bars,2022-07-25,8904,199,2022,7,25,Monday,0,30,3,0,44.743718592964825,11,1,12,359.0,482.0,199.71428571428572,170.76666666666668
Dennison Crosswaite,India,Fruit & Nut Bars,2022-07-29,952,24,2022,7,29,Friday,4,30,3,0,39.666666666666664,11,2,7,199.0,55.0,195.28571428571428,165.06666666666666
Wilone O'Kielt,Canada,Fruit & Nut Bars,2022-08-08,3437,181,2022,8,8,Monday,0,32,3,0,18.988950276243095,11,1,24,24.0,235.0,187.57142857142858,163.56666666666666
Dotty Strutley,Australia,Fruit & Nut Bars,2022-08-23,280,311,2022,8,23,Tuesday,1,34,3,0,0.9003215434083601,11,0,8,181.0,176.0,206.85714285714286,171.06666666666666
Rafaelita Blaksland,Canada,Fruit & Nut Bars,2022-08-24,483,185,2022,8,24,Wednesday,2,34,3,0,2.610810810810811,11,1,21,311.0,98.0,219.28571428571428,172.2
Marney O'Breen,New Zealand,Fruit & Nut Bars,2022-08-25,8939,4,2022,8,25,Thursday,3,34,3,0,2234.75,11,3,19,185.0,276.0,180.42857142857142,163.73333333333332
Kaine Padly,Australia,Manuka Honey Choco,2022-01-12,2765,264,2022,1,12,Wednesday,2,2,1,0,10.473484848484848,12,0,14,0.0,0.0,0.0,0.0
Kaine Padly,UK,Manuka Honey Choco,2022-01-14,7133,118,2022,1,14,Friday,4,2,1,0,60.44915254237288,12,4,14,264.0,0.0,0.0,0.0
Kaine Padly,Canada,Manuka Honey Choco,2022-01-18,10213,135,2022,1,18,Tuesday,1,3,1,0,75.65185185185184,12,1,14,118.0,0.0,0.0,0.0
Oby Sorrel,Australia,Manuka Honey Choco,2022-01-26,3906,76,2022,1,26,Wednesday,2,4,1,0,51.39473684210526,12,0,20,135.0,0.0,0.0,0.0
Karlen McCaffrey,USA,Manuka Honey Choco,2022-02-01,10171,67,2022,2,1,Tuesday,1,5,1,0,151.80597014925374,12,5,15,76.0,0.0,0.0,0.0
Curtice Advani,UK,Manuka Honey Choco,2022-02-07,1666,106,2022,2,7,Monday,0,6,1,0,15.716981132075471,12,4,6,67.0,0.0,0.0,0.0
Kelci Walkden,USA,Manuka Honey Choco,2022-02-16,17318,87,2022,2,16,Wednesday,2,7,1,0,199.05747126436782,12,5,16,106.0,0.0,121.85714285714286,0.0
Van Tuxwell,Canada,Manuka Honey Choco,2022-02-24,8617,46,2022,2,24,Thursday,3,8,1,0,187.32608695652175,12,1,23,87.0,264.0,90.71428571428571,0.0
Barr Faughny,New Zealand,Manuka Honey Choco,2022-02-24,5474,239,2022,2,24,Thursday,3,8,1,0,22.90376569037657,12,3,1,46.0,118.0,108.0,0.0
Mallorie Waber,Canada,Manuka Honey Choco,2022-03-07,1435,112,2022,3,7,Monday,0,10,1,0,12.8125,12,1,18,239.0,135.0,104.71428571428571,0.0
Husein Augar,Australia,Manuka Honey Choco,2022-03-15,7161,92,2022,3,15,Tuesday,1,11,1,0,77.83695652173913,12,0,11,112.0,76.0,107.0,0.0
Camilla Castle,Australia,Manuka Honey Choco,2022-03-17,637,169,2022,3,17,Thursday,3,11,1,0,3.769230769230769,12,0,4,92.0,67.0,121.57142857142857,0.0
Camilla Castle,USA,Manuka Honey Choco,2022-03-21,16401,179,2022,3,21,Monday,0,12,1,0,91.62569832402235,12,5,4,169.0,106.0,132.0,0.0
Andria Kimpton,Australia,Manuka Honey Choco,2022-03-30,9744,377,2022,3,30,Wednesday,2,13,1,0,25.846153846153847,12,0,0,179.0,87.0,173.42857142857142,0.0
Marney O'Breen,Australia,Manuka Honey Choco,2022-04-05,13076,236,2022,4,5,Tuesday,1,14,2,0,55.40677966101695,12,0,19,377.0,46.0,200.57142857142858,0.0
Jehu Rudeforth,Canada,Manuka Honey Choco,2022-04-05,3584,200,2022,4,5,Tuesday,1,14,2,0,17.92,12,1,13,236.0,239.0,195.0,0.0
Kelci Walkden,New Zealand,Manuka Honey Choco,2022-04-08,1358,106,2022,4,8,Friday,4,14,2,0,12.81132075471698,12,3,16,200.0,112.0,194.14285714285714,0.0
Mallorie Waber,New Zealand,Manuka Honey Choco,2022-04-13,9436,11,2022,4,13,Wednesday,2,15,2,0,857.8181818181819,12,3,18,106.0,92.0,182.57142857142858,0.0
Dotty Strutley,Canada,Manuka Honey Choco,2022-04-22,11550,111,2022,4,22,Friday,4,16,2,0,104.05405405405405,12,1,8,11.0,169.0,174.28571428571428,0.0
Beverie Moffet,India,Manuka Honey Choco,2022-05-06,9835,167,2022,5,6,Friday,4,18,2,0,58.89221556886228,12,2,2,111.0,179.0,172.57142857142858,0.0
Wilone O'Kielt,Australia,Manuka Honey Choco,2022-05-11,4284,94,2022,5,11,Wednesday,2,19,2,0,45.57446808510638,12,0,24,167.0,377.0,132.14285714285714,0.0
Gigi Bohling,India,Manuka Honey Choco,2022-05-12,4935,73,2022,5,12,Thursday,3,19,2,0,67.6027397260274,12,2,9,94.0,236.0,108.85714285714286,0.0
Curtice Advani,India,Manuka Honey Choco,2022-05-23,1547,170,2022,5,23,Monday,0,21,2,0,9.1,12,2,6,73.0,200.0,104.57142857142857,0.0
Ches Bonnell,UK,Manuka Honey Choco,2022-05-30,4221,395,2022,5,30,Monday,0,22,2,0,10.686075949367089,12,4,5,170.0,106.0,145.85714285714286,0.0
Van Tuxwell,USA,Manuka Honey Choco,2022-05-31,2317,102,2022,5,31,Tuesday,1,22,2,0,22.715686274509803,12,5,23,395.0,11.0,158.85714285714286,0.0
Marney O'Breen,UK,Manuka Honey Choco,2022-06-10,10983,179,2022,6,10,Friday,4,23,2,0,61.357541899441344,12,4,19,102.0,111.0,168.57142857142858,0.0
Brien Boise,New Zealand,Manuka Honey Choco,2022-06-14,14980,42,2022,6,14,Tuesday,1,24,2,0,356.6666666666667,12,3,3,179.0,167.0,150.71428571428572,0.0
Dennison Crosswaite,New Zealand,Manuka Honey Choco,2022-06-15,5061,301,2022,6,15,Wednesday,2,24,2,0,16.813953488372093,12,3,7,42.0,94.0,180.28571428571428,0.0
Mallorie Waber,UK,Manuka Honey Choco,2022-06-15,8379,43,2022,6,15,Wednesday,2,24,2,0,194.86046511627907,12,4,18,301.0,73.0,176.0,0.0
Gunar Cockshoot,UK,Manuka Honey Choco,2022-06-27,6762,46,2022,6,27,Monday,0,26,2,0,147.0,12,4,10,43.0,170.0,158.28571428571428,144.76666666666668
Gigi Bohling,New Zealand,Manuka Honey Choco,2022-06-28,8267,272,2022,6,28,Tuesday,1,26,2,0,30.393382352941178,12,3,9,46.0,395.0,140.71428571428572,145.03333333333333
Brien Boise,UK,Manuka Honey Choco,2022-06-28,70,103,2022,6,28,Tuesday,1,26,2,0,0.6796116504854369,12,4,3,272.0,102.0,140.85714285714286,144.53333333333333
Karlen McCaffrey,India,Manuka Honey Choco,2022-07-04,2443,581,2022,7,4,Monday,0,27,3,0,4.204819277108434,12,2,15,103.0,179.0,198.28571428571428,159.4
Mallorie Waber,USA,Manuka Honey Choco,2022-07-04,5425,96,2022,7,4,Monday,0,27,3,0,56.510416666666664,12,5,18,581.0,42.0,206.0,160.06666666666666
Wilone O'Kielt,New Zealand,Manuka Honey Choco,2022-07-11,3724,234,2022,7,11,Monday,0,28,3,0,15.914529914529915,12,3,24,96.0,301.0,196.42857142857142,165.63333333333333
Andria Kimpton,Canada,Manuka Honey Choco,2022-07-21,4858,488,2022,7,21,Thursday,3,29,3,0,9.954918032786885,12,1,0,234.0,43.0,260.0,178.36666666666667
Roddy Speechley,USA,Manuka Honey Choco,2022-07-22,9583,315,2022,7,22,Friday,4,29,3,0,30.42222222222222,12,5,22,488.0,46.0,298.42857142857144,185.96666666666667
Oby Sorrel,USA,Manuka Honey Choco,2022-07-25,4340,86,2022,7,25,Monday,0,30,3,0,50.46511627906977,12,5,20,315.0,272.0,271.85714285714283,187.3
Jan Morforth,New Zealand,Manuka Honey Choco,2022-07-28,1589,271,2022,7,28,Thursday,3,30,3,0,5.863468634686347,12,3,12,86.0,103.0,295.85714285714283,188.36666666666667
Rafaelita Blaksland,Australia,Manuka Honey Choco,2022-08-03,4396,131,2022,8,3,Wednesday,2,31,3,0,33.55725190839695,12,0,21,271.0,581.0,231.57142857142858,189.0
Brien Boise,Canada,Manuka Honey Choco,2022-08-09,6930,182,2022,8,9,Tuesday,1,32,3,0,38.07692307692308,12,1,3,131.0,96.0,243.85714285714286,192.0
Dotty Strutley,USA,Manuka Honey Choco,2022-08-10,273,210,2022,8,10,Wednesday,2,32,3,0,1.3,12,5,8,182.0,234.0,240.42857142857142,193.36666666666667
Jan Morforth,UK,Manuka Honey Choco,2022-08-18,3388,212,2022,8,18,Thursday,3,33,3,0,15.981132075471699,12,4,12,210.0,488.0,201.0,194.46666666666667
Brien Boise,USA,Manuka Honey Choco,2022-08-22,1904,8,2022,8,22,Monday,0,34,3,0,238.0,12,5,3,212.0,315.0,157.14285714285714,182.16666666666666
